evidence_candidate_id,parent_candidate_id,pmid,pmcid,clinical_node_id,ingredient,title,source_path,source_sha256,section_title,locator,evidence_text,signal_types,dose_mentions,population_mentions,duration_mentions,design_signals,ai_relevance_score,reviewer_id,review_status,human_verification_required
AI-FT-EV-K5-39641338-03,EV-K5-39641338,39641338,PMC11622351,K5,zinc,Zinc supplementation for acute and persistent watery diarrhoea in children: A systematic review and meta-analysis.,research_v3/full_text/oa_xml/PMC11622351.xml,3e0f063885b7f5d573b4b30dd580471321658eb5806afac6ae41975dfdabd441,DISCUSSION,"PMC11622351, DISCUSSION, p57","The results for the treatment of children with acute diarrhoea suggested that recovery was significantly higher in the zinc group, at a dose of 20 mg, when zinc is administered for five or 14 days in the form of zinc sulfate or zinc gluconate. However, the risk of vomiting was also higher in the zinc group at a dose of 20 mg or when zinc is administered for 14 days.",risk,20 mg;5 mg;10 mg,children,14 days,placebo,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-39641338-04,EV-K5-39641338,39641338,PMC11622351,K5,zinc,Zinc supplementation for acute and persistent watery diarrhoea in children: A systematic review and meta-analysis.,research_v3/full_text/oa_xml/PMC11622351.xml,3e0f063885b7f5d573b4b30dd580471321658eb5806afac6ae41975dfdabd441,RESULTS > Comparison 3: High dose vs low dose zinc supplementation > Effect estimates,"PMC11622351, RESULTS > Comparison 3: High dose vs low dose zinc supplementation > Effect estimates, p56","While the risk of vomiting significantly decreased in the 5 mg/10 mg zinc groups compared with the 20 mg zinc group (RR = 0.79; 95% CI = 0.70, 0.88) (one trial, 4474 participants, moderate certainty of evidence) (Figure S41 in the Online Supplementary Document).",risk,5 mg;10 mg;20 mg,children,,trial,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-39641338-05,EV-K5-39641338,39641338,PMC11622351,K5,zinc,Zinc supplementation for acute and persistent watery diarrhoea in children: A systematic review and meta-analysis.,research_v3/full_text/oa_xml/PMC11622351.xml,3e0f063885b7f5d573b4b30dd580471321658eb5806afac6ae41975dfdabd441,RESULTS > Comparison 3: High dose vs low dose zinc supplementation > Risk of bias,"PMC11622351, RESULTS > Comparison 3: High dose vs low dose zinc supplementation > Risk of bias, p55",It showed an overall low risk of bias for the number of participants who had diarrhoea more than five days after starting zinc and the number of participants with vomiting in 5 mg and 10 mg zinc groups compared to 20 mg zinc group (Figure S39 in the Online Supplementary Document).,risk,5 mg;10 mg;20 mg,,,,5,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39670550-01,EV-K3-39670550,39670550,PMC11639052,K3,iron,Treatment for women with postpartum iron deficiency anaemia.,research_v3/full_text/oa_xml/PMC11639052.html,7597d079f9e8421d928cd312ca0ee26a8f6bbb39fe93be5d64967ec0fea53696,Oral iron therapy,"PMC11639052, Oral iron therapy, html-p62","Gastrointestinal adverse effects, such as constipation and nausea, are common in women treated with oral iron supplementation [20, 21].",gastrointestinal;nausea;constipation;adverse effect,,women,,,13,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39670550-02,EV-K3-39670550,39670550,PMC11639052,K3,iron,Treatment for women with postpartum iron deficiency anaemia.,research_v3/full_text/oa_xml/PMC11639052.html,7597d079f9e8421d928cd312ca0ee26a8f6bbb39fe93be5d64967ec0fea53696,Comparison 5: Oral iron supplementation versus placebo or no treatment,"PMC11639052, Comparison 5: Oral iron supplementation versus placebo or no treatment, html-p295","The authors of Tam 2005 stated that there was no difference between groups in nausea, vomiting, or constipation. Krauss 1972 reported that six women in each group had gastrointestinal adverse events such as constipation, low appetite, and morning sickness, but the numbers of each specific adverse event were not reported.",gastrointestinal;nausea;constipation;adverse event,,women,,,13,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39670550-03,EV-K3-39670550,39670550,PMC11639052,K3,iron,Treatment for women with postpartum iron deficiency anaemia.,research_v3/full_text/oa_xml/PMC11639052.html,7597d079f9e8421d928cd312ca0ee26a8f6bbb39fe93be5d64967ec0fea53696,Important outcomes,"PMC11639052, Important outcomes, html-p93","Adverse events/side effects during treatment. We predefined reporting of serious adverse events, anaphylaxis or hypersensitivity, flushing/Fishbane reaction, injection discomfort/reaction, constipation and gastrointestinal pain.",gastrointestinal;constipation;adverse event;side effect,,,,,12,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39670550-04,EV-K3-39670550,39670550,PMC11639052,K3,iron,Treatment for women with postpartum iron deficiency anaemia.,research_v3/full_text/oa_xml/PMC11639052.html,7597d079f9e8421d928cd312ca0ee26a8f6bbb39fe93be5d64967ec0fea53696,Why it is important to do this review,"PMC11639052, Why it is important to do this review, html-p70","The treatment modalities available for postpartum iron deficiency anaemia vary in effectiveness and have side effects, some of which are serious. Some populations may benefit more than others, and in some situations treatment may be unnecessary, ineffective, or even harmful.",side effect;risk;harm,,women;childbirth;Women,,,10,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39670550-05,EV-K3-39670550,39670550,PMC11639052,K3,iron,Treatment for women with postpartum iron deficiency anaemia.,research_v3/full_text/oa_xml/PMC11639052.html,7597d079f9e8421d928cd312ca0ee26a8f6bbb39fe93be5d64967ec0fea53696,Implications for research,"PMC11639052, Implications for research, html-p357","In light of the cases of cardiac events and anaphylaxis reported in this review, there is a need to ensure a complete benefit and harm profile of intravenous iron treatment. In summary, anaemia symptoms and adverse effects of treatment should be reported to evaluate the overall clinical effect.",adverse event;adverse effect;harm,,child,,trial,10,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39494607-01,EV-K3-39494607,39494607,PMC11646675,K3,iron,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,research_v3/full_text/oa_xml/PMC11646675.xml,4ac676e2e69f15a75ae2cb4987b8386b3f4fc584c5593be8f3118d8f7b2898f7,Discussion > Conclusion,"PMC11646675, Discussion > Conclusion, p42","plantarum 299v probiotic supplementation during the first 30 d of IRT significantly reduced the gastrointestinal burden (particularly abdominal pain and bloating) related to IRT, the likelihood of developing de novo symptoms (loss of appetite, nausea, abdominal pain and constipation) under IRT and the likelihood of intolerance development (by ∼3 times) within 3 months of therapy and treatment discontinuation (by∼5 times) within 30 d of therapy. The improved gastrointestinal tolerability and pati",gastrointestinal;nausea;constipation;abdominal;side effect;tolerability,,,3 months,,19,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39494607-02,EV-K3-39494607,39494607,PMC11646675,K3,iron,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,research_v3/full_text/oa_xml/PMC11646675.xml,4ac676e2e69f15a75ae2cb4987b8386b3f4fc584c5593be8f3118d8f7b2898f7,Materials and methods > Assessments,"PMC11646675, Materials and methods > Assessments, p12","Data on gastrointestinal intolerance symptoms (loss of appetite, nausea, vomiting, abdominal pain, diarrhoea, constipation and bloating) were recorded at three time points including baseline, within the first 30 d of IRT and at any time during 3-month IRT. A seven-item questionnaire was used to assess the presence of gastrointestinal intolerance symptoms during the past week on a binary scale (Yes or No), including the six items (nausea, vomiting, abdominal pain, bloating, constipation, diarrhoe",gastrointestinal;nausea;constipation;abdominal,,,,,12,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39494607-03,EV-K3-39494607,39494607,PMC11646675,K3,iron,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,research_v3/full_text/oa_xml/PMC11646675.xml,4ac676e2e69f15a75ae2cb4987b8386b3f4fc584c5593be8f3118d8f7b2898f7,"Results > Patient demographics, intolerance development and treatment discontinuation","PMC11646675, Results > Patient demographics, intolerance development and treatment discontinuation, p21","Among patients who discontinued IRT within the first 30 d, constipation was the leading symptom (30·0 %), followed by nausea (23·3 %) and abdominal pain (20·0 %), all of which were particularly noted in the IRT-only group (23·3 %, 16·7 % and 16·7 %, respectively) (Table 1).",nausea;constipation;abdominal,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39494607-04,EV-K3-39494607,39494607,PMC11646675,K3,iron,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,research_v3/full_text/oa_xml/PMC11646675.xml,4ac676e2e69f15a75ae2cb4987b8386b3f4fc584c5593be8f3118d8f7b2898f7,Results > Intolerance data at baseline and within 3 months of iron replacement in study groups,"PMC11646675, Results > Intolerance data at baseline and within 3 months of iron replacement in study groups, p25","0·8 %, P = 0·019), nausea (17·4 v. 3·8 %, P < 0·001), abdominal pain (15·2 v.",nausea;constipation;abdominal,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-39494607-05,EV-K3-39494607,39494607,PMC11646675,K3,iron,Improved gastrointestinal tolerance and iron status via probiotic use in iron deficiency anaemia patients initiating oral iron replacement: a randomised controlled trial.,research_v3/full_text/oa_xml/PMC11646675.xml,4ac676e2e69f15a75ae2cb4987b8386b3f4fc584c5593be8f3118d8f7b2898f7,Results > Intolerance data at baseline and within 3 months of iron replacement in study groups,"PMC11646675, Results > Intolerance data at baseline and within 3 months of iron replacement in study groups, p23","6·8 %, P = 0·008), nausea (0·0 v. 17·4 %, P < 0·001), abdominal pain (4·5 v.",nausea;constipation;abdominal,,,,,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-39886277-01,EV-K1-39886277,39886277,PMC11775356,K1,vitamin D/calcium,Oral Versus Injectable Vitamin D Therapy for Treating Nutritional Rickets in Indian Children: A Comparative Study.,research_v3/full_text/oa_xml/PMC11775356.html,6c72bb770407bb89a1944a20cbe4ca5cc3dbcfd19c002552b8b8de37e0122da2,Results,"PMC11775356, Results, html-p5",No cases of local skin complications or vitamin D toxicity or symptomatic hypercalcemia were observed.,hypercalcemia;toxicity,,,6 months,,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-39886277-02,EV-K1-39886277,39886277,PMC11775356,K1,vitamin D/calcium,Oral Versus Injectable Vitamin D Therapy for Treating Nutritional Rickets in Indian Children: A Comparative Study.,research_v3/full_text/oa_xml/PMC11775356.html,6c72bb770407bb89a1944a20cbe4ca5cc3dbcfd19c002552b8b8de37e0122da2,Discussion,"PMC11775356, Discussion, html-p38","No children in our study reported symptoms of vitamin D toxicity or hypercalcemia. Elevated serum calcium levels (> 10.6 mg/dl) were noted in a few children from both treatment groups, but none exhibited symptoms of hypercalcemia.",hypercalcemia;toxicity,,children,,,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-39886277-03,EV-K1-39886277,39886277,PMC11775356,K1,vitamin D/calcium,Oral Versus Injectable Vitamin D Therapy for Treating Nutritional Rickets in Indian Children: A Comparative Study.,research_v3/full_text/oa_xml/PMC11775356.html,6c72bb770407bb89a1944a20cbe4ca5cc3dbcfd19c002552b8b8de37e0122da2,Limitations,"PMC11775356, Limitations, html-p43","Additionally, while effective, the study did not extensively explore potential adverse effects such as hypercalcemia and hypervitaminosis D, which should be considered in future research.",hypercalcemia;adverse effect,,,,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40050333-01,EV-K3-40050333,40050333,PMC11885599,K3,iron,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,research_v3/full_text/oa_xml/PMC11885599.xml,40fbb4402bd0c02282c4d9b19c6e6ab568baa9d441f4846b7314035403bd898a,Methods > Nutritional intervention,"PMC11885599, Methods > Nutritional intervention, Par50",The lettuce groups consumed a standardized portion of 100 g of lettuce daily according to our previous study54 while the iron tablet group got one tablet/day of iron (iron bisglycinate) for the duration of four weeks that according to literature seems to exert less gastrointestinal adverse effects that other iron formulation55.,gastrointestinal;adverse effect,100 g,,,,8,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40050333-02,EV-K3-40050333,40050333,PMC11885599,K3,iron,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,research_v3/full_text/oa_xml/PMC11885599.xml,40fbb4402bd0c02282c4d9b19c6e6ab568baa9d441f4846b7314035403bd898a,Discussion,"PMC11885599, Discussion, Par36","This last study group was supplemented daily with 30 mg of iron supplemented in tablets. However, there was about 40% of drop out due to collateral effects such as diarrhea or constipation.",constipation;diarrhea,30 mg,,,,8,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40050333-03,EV-K3-40050333,40050333,PMC11885599,K3,iron,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,research_v3/full_text/oa_xml/PMC11885599.xml,40fbb4402bd0c02282c4d9b19c6e6ab568baa9d441f4846b7314035403bd898a,Methods > Nutritional intervention,"PMC11885599, Methods > Nutritional intervention, Par45",Eight participants in the iron tablet group did not complete the clinical trial because of diarrhea and constipation.,constipation;diarrhea,,,,trial,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40050333-04,EV-K3-40050333,40050333,PMC11885599,K3,iron,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,research_v3/full_text/oa_xml/PMC11885599.xml,40fbb4402bd0c02282c4d9b19c6e6ab568baa9d441f4846b7314035403bd898a,Introduction,"PMC11885599, Introduction, Par8",There are a growing number of people who are at risk of mineral deficiency2.,risk,,women;pregnancy;children,,,4,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40050333-05,EV-K3-40050333,40050333,PMC11885599,K3,iron,Consumption of lettuce with seaweed extract biostimulant application improved iron homeostasis in a randomized interventional trial of healthy individuals.,research_v3/full_text/oa_xml/PMC11885599.xml,40fbb4402bd0c02282c4d9b19c6e6ab568baa9d441f4846b7314035403bd898a,Methods > Nutritional intervention,"PMC11885599, Methods > Nutritional intervention, Par48","Table 6Selection, inclusion and exclusion criteria.Selection criteriaInclusion criteriaExclusion criteriaAbsence of metabolic disorders; blood-related and gastrointestinal dysfunction; cardiac anomalies, recent viral infection and food allergiesAge 20–70 yearsChronic diseaseNot taking drugsItalian EthnicityUse of drugsAbsence of obesityBody mass indexbetween 18.5 and 28.5 kg/m2Pregnancy, Exogenous hormones, BreastfeedingNot taking supplements, absence of sensitivity to lettuceClinically HealthyU",gastrointestinal,,,,,3,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40073039-01,EV-K3-40073039,40073039,PMC11902287,K3,iron,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,research_v3/full_text/oa_xml/PMC11902287.xml,ddb055055ff9ff197343024d9c1fe1e7161745b5b72f2f3272578dc006afa684,Materials and methods > Statistical analysis,"PMC11902287, Materials and methods > Statistical analysis, p28","Safety analysis was performed to evaluate abnormal clinical laboratory values and the frequency and proportion of patient-reported adverse events. For Patient Complaints, the frequency of reported symptoms such as constipation, diarrhea, nausea, and upper abdominal pain was compared between groups using Pearson’s chi-square test.",nausea;constipation;diarrhea;abdominal;adverse event;safety,,,4 weeks,,19,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40073039-02,EV-K3-40073039,40073039,PMC11902287,K3,iron,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,research_v3/full_text/oa_xml/PMC11902287.xml,ddb055055ff9ff197343024d9c1fe1e7161745b5b72f2f3272578dc006afa684,Results > Adverse events,"PMC11902287, Results > Adverse events, p36","In contrast, the number of patients with symptoms of constipation and nausea was higher in the ferrous sulfate group (33.3% in the FCM group vs. Additionally, there were no significant differences between the two groups in other adverse events such as diarrhea (10.0% in both groups; P = 1.000), erythema (3.3% in the FCM group vs.",nausea;constipation;diarrhea;abdominal;adverse event,,woman,4 weeks,,17,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40073039-03,EV-K3-40073039,40073039,PMC11902287,K3,iron,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,research_v3/full_text/oa_xml/PMC11902287.xml,ddb055055ff9ff197343024d9c1fe1e7161745b5b72f2f3272578dc006afa684,Materials and methods > Protocol,"PMC11902287, Materials and methods > Protocol, p13","The questionnaire gathered information on any adverse events experienced, including constipation, diarrhea, nausea, erythema, headache, dysgeusia, or abdominal pain.",nausea;constipation;diarrhea;abdominal;adverse event,,,4 weeks,,16,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40073039-04,EV-K3-40073039,40073039,PMC11902287,K3,iron,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,research_v3/full_text/oa_xml/PMC11902287.xml,ddb055055ff9ff197343024d9c1fe1e7161745b5b72f2f3272578dc006afa684,Materials and methods > Outcomes,"PMC11902287, Materials and methods > Outcomes, p21","The incidence of adverse events was evaluated through laboratory tests and structured questionnaires. These questionnaires included standardized items addressing symptoms such as constipation, diarrhea, nausea, skin lesions (e.g., rash or hives), itching, headache, taste disturbances, and upper abdominal pain.",nausea;constipation;diarrhea;abdominal;adverse event,,,,,15,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40073039-05,EV-K3-40073039,40073039,PMC11902287,K3,iron,Low-dose ferric carboxymaltose vs. oral iron for improving hemoglobin levels in postpartum East Asian women: A randomized controlled trial.,research_v3/full_text/oa_xml/PMC11902287.xml,ddb055055ff9ff197343024d9c1fe1e7161745b5b72f2f3272578dc006afa684,Discussion,"PMC11902287, Discussion, p40","Achieving normal Hb levels signifies effective management of anemia, while attaining target ferritin levels, which represent stored iron, ensures sufficient iron reserves to support ongoing red blood cell production and reduce the risk of relapse. While some studies in chronic kidney disease patients have shown that a single dose of intravenous iron does not trigger oxidative stress or inflammation biomarkers, the long-term safety, particularly in postpartum women, remains unclear and requires f",gastrointestinal;side effect;safety;risk,120 mg/day,women,,,15,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-40083990-01,EV-K1-40083990,40083990,PMC11903805,K1,vitamin D/calcium,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Discussion,"PMC11903805, Discussion, p0350","Hence, it can be concluded that DiabetEaze powder had no adverse effects on kidney and liver function. Liver function tests, such as AST, ALT, and bilirubin levels, were used to evaluate hepatic health and potential hepatotoxicity from the intervention.",toxicity;adverse effect;safety;risk,,,,trial,12,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-40083990-02,EV-K1-40083990,40083990,PMC11903805,K1,vitamin D/calcium,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Ethics approval and written informed consent,"PMC11903805, Ethics approval and written informed consent, p0380","Prior to participation, all subjects provided written informed consent, which affirmed their understanding of the study's nature, objectives, procedures, potential risks, and benefits, and their voluntary agreement to partake and allow the publication of the clinical trial data. The study protocols were carefully crafted to protect participants from any harm or infringement of rights throughout the research process, demonstrating a robust commitment to ethical standards and participant safety.",safety;risk;harm,,,,trial,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-40083990-03,EV-K1-40083990,40083990,PMC11903805,K1,vitamin D/calcium,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Discussion,"PMC11903805, Discussion, p0330","DiabetEaze powder provides a balanced macronutrient profile with moderate protein content (10.70 g/100 g), low-fat levels (6.72 g/100 g), and high fiber (12.95 g/100 g). Furthermore, the absence of sucrose aligns with the dietary recommendations for diabetics, mitigating the risk of hyperglycemia while promoting steady energy release, as reflected in its energy value of 389.36 kcal/100 g.",risk;harm,10.70 g;100 g;6.72 g;12.95 g,,,trial,8,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-40083990-04,EV-K1-40083990,40083990,PMC11903805,K1,vitamin D/calcium,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Introduction,"PMC11903805, Introduction, p0020","In populations with T2D and prediabetes, malnutrition frequently coexists due to a combination of poor dietary habits, socioeconomic challenges, and disease-related factors, including altered appetite, gastrointestinal complications, or medication side effects. Despite the general association of T2D with overweight or obesity, a significant subset of patients, particularly the elderly, experience malnutrition or are at heightened risk [[17], [18], [19]].",side effect;risk,,elderly,,,7,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K1-40083990-05,EV-K1-40083990,40083990,PMC11903805,K1,vitamin D/calcium,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Materials and methods > Study settings,"PMC11903805, Materials and methods > Study settings, p0065","The present study was a six-arm randomized, open-label, comparative, multi-center, investigator-initiated clinical trial to assess the efficacy and safety of Pankajakasthuri DiabetEaze powder for nutritional management in adults diagnosed with T2D and prediabetic conditions. All subjects were given ample details of the study, including any benefits and risks of participating in the trial.",safety;risk,,,,randomized;trial,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-40083990-01,EV-K5-40083990,40083990,PMC11903805,K5,zinc,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Discussion,"PMC11903805, Discussion, p0350","Hence, it can be concluded that DiabetEaze powder had no adverse effects on kidney and liver function. Liver function tests, such as AST, ALT, and bilirubin levels, were used to evaluate hepatic health and potential hepatotoxicity from the intervention.",toxicity;adverse effect;safety;risk,,,,trial,12,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-40083990-02,EV-K5-40083990,40083990,PMC11903805,K5,zinc,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Introduction,"PMC11903805, Introduction, p0020","In populations with T2D and prediabetes, malnutrition frequently coexists due to a combination of poor dietary habits, socioeconomic challenges, and disease-related factors, including altered appetite, gastrointestinal complications, or medication side effects. Despite the general association of T2D with overweight or obesity, a significant subset of patients, particularly the elderly, experience malnutrition or are at heightened risk [[17], [18], [19]].",gastrointestinal;side effect;risk,,elderly,,,10,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-40083990-03,EV-K5-40083990,40083990,PMC11903805,K5,zinc,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Ethics approval and written informed consent,"PMC11903805, Ethics approval and written informed consent, p0380","Prior to participation, all subjects provided written informed consent, which affirmed their understanding of the study's nature, objectives, procedures, potential risks, and benefits, and their voluntary agreement to partake and allow the publication of the clinical trial data. The study protocols were carefully crafted to protect participants from any harm or infringement of rights throughout the research process, demonstrating a robust commitment to ethical standards and participant safety.",safety;risk;harm,,,,trial,9,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-40083990-04,EV-K5-40083990,40083990,PMC11903805,K5,zinc,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Discussion,"PMC11903805, Discussion, p0330","DiabetEaze powder provides a balanced macronutrient profile with moderate protein content (10.70 g/100 g), low-fat levels (6.72 g/100 g), and high fiber (12.95 g/100 g). Furthermore, the absence of sucrose aligns with the dietary recommendations for diabetics, mitigating the risk of hyperglycemia while promoting steady energy release, as reflected in its energy value of 389.36 kcal/100 g.",risk;harm,10.70 g;100 g;6.72 g;12.95 g,,,trial,8,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K5-40083990-05,EV-K5-40083990,40083990,PMC11903805,K5,zinc,"A randomized multi-arm open labelled comparative clinical trial report of Pankajakasthuri DiabetEaze powder, a novel polyherbal formulation on the nutritional management and glycemic control in type 2 diabetic and prediabetic patients.",research_v3/full_text/oa_xml/PMC11903805.xml,33d3edb9423b1a73bd92cc1bd75d1da5fdf437a2ab462b83f8a1010cdc851930,Results > Safety and adverse effect,"PMC11903805, Results > Safety and adverse effect, p0290","Subjects did not report any significant side effects. DiabetEaze powder was also well tolerated, with no participant reporting any side effects other than a few minor gastrointestinal issues.",gastrointestinal;side effect,,,,,6,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40224710-01,EV-K3-40224710,40224710,PMC11992272,K3,iron,Daily Versus Alternate Day Oral Iron Replacement for Women with Iron Deficiency Anaemia: A Randomized Controlled Trial.,research_v3/full_text/oa_xml/PMC11992272.html,fa4e2cbd73205e61f47c38d83e40a520a407c3d5ab3517c6ae2c8d7181caa9ee,Introduction,"PMC11992272, Introduction, html-p5","However, gastrointestinal adverse effects and inadequate enteral iron absorption may limit the utility of oral iron replacement. Adverse effects (AEs) resulting from oral iron treatment may reduce treatment compliance, thereby reducing its effectiveness.",gastrointestinal;adverse effect,80 mg,women;children,45 years,,10,codex_ai,ai_extracted_not_human_verified,true
AI-FT-EV-K3-40224710-02,EV-K3-40224710,40224710,PMC11992272,K3,iron,Daily Versus Alternate Day Oral Iron Replacement for Women with Iron Deficiency Anaemia: A Randomized Controlled Trial.,research_v3/full_text/oa_xml/PMC11992272.html,fa4e2cbd73205e61f47c38d83e40a520a407c3d5ab3517c6ae2c8d7181caa9ee,Abstract,"PMC11992272, Abstract, html-p3","The optimal way of oral iron replacement for iron deficiency anaemia(IDA) is still unknown and few recent studies have reported better fractional absorption and tolerability of intermittently administered iron. This randomised, active comparator controlled, open-label trial evaluated efficacy and tolerability of 120 mg elemental iron (2 × 200 mg ferrous sulphate tablets) administered as a single dose on alternate days (alternate-day arm, ADA) vis-à-vis 60 mg elemental iron (single FeSO4 tablet)",adverse effect;tolerability,120 mg;200 mg;60 mg,women,18 years,trial,10,codex_ai,ai_extracted_not_human_verified,true
