catalog_source_id,document_id,official_match_status,official_product_key,official_item_seq,stable_official_key,research_use_status,mfds_promotion_evidence_complete,runtime_promotion_allowed,exclusion_reason
20250812_111904,20250812_111904,confirmed,4mmn5udgx7cjw,4mmn5udgx7cjw,health.kr:4mmn5udgx7cjw,research_search_usable,false,false,
20250812_111907,20250812_111907,confirmed,2024032000001,2024032000001,health.kr:2024032000001,research_search_usable,false,false,
20250812_112150,20250812_112150,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_112153,20250812_112153,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_112156,20250812_112156,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_112224,20250812_112224,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_112336,20250812_112336,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_112340,20250812_112340,confirmed,A11AKP07L0377,A11AKP07L0377,health.kr:A11AKP07L0377,research_search_usable,false,false,
20250812_112347,20250812_112347,confirmed,A11A2670A0001,A11A2670A0001,health.kr:A11A2670A0001,research_search_usable,false,false,
20250812_112437,20250812_112437,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_112447,20250812_112447,confirmed,A11AKP08G2716,A11AKP08G2716,health.kr:A11AKP08G2716,research_search_usable,false,false,
20250812_112448,20250812_112448,confirmed,2012090700001,2012090700001,health.kr:2012090700001,research_search_usable,false,false,
20250812_112450,20250812_112450,confirmed,A11ABBBBB2499,A11ABBBBB2499,health.kr:A11ABBBBB2499,research_search_usable,false,false,
20250812_112452,20250812_112452,confirmed,2017080100007,2017080100007,health.kr:2017080100007,research_search_usable,false,false,
20250812_112455,20250812_112455,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_112456,20250812_112456,confirmed,2020031300008,2020031300008,health.kr:2020031300008,research_search_usable,false,false,
20250812_112523,20250812_112523,confirmed,A11AKP08G1014,A11AKP08G1014,health.kr:A11AKP08G1014,research_search_usable,false,false,
20250812_112528,20250812_112528,confirmed,A11AKP08G1024,A11AKP08G1024,health.kr:A11AKP08G1024,research_search_usable,false,false,
20250812_112535,20250812_112535,confirmed,A11AOOOOO9995,A11AOOOOO9995,health.kr:A11AOOOOO9995,research_search_usable,false,false,
20250812_112540,20250812_112540,confirmed,A11AOOOOO9994,A11AOOOOO9994,health.kr:A11AOOOOO9994,research_search_usable,false,false,
20250812_112542,20250812_112542,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112549,20250812_112549,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112552,20250812_112552,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112605,20250812_112605,confirmed,A11A0120A0490,A11A0120A0490,health.kr:A11A0120A0490,research_search_usable,false,false,
20250812_112611,20250812_112611,confirmed,2018092000013,2018092000013,health.kr:2018092000013,research_search_usable,false,false,
20250812_112613,20250812_112613,confirmed,2009071505482,2009071505482,health.kr:2009071505482,research_search_usable,false,false,
20250812_112615,20250812_112615,confirmed,2009071506049,2009071506049,health.kr:2009071506049,research_search_usable,false,false,
20250812_112640,20250812_112640,confirmed,m3eqlftigkgmd,m3eqlftigkgmd,health.kr:m3eqlftigkgmd,research_search_usable,false,false,
20250812_112643,20250812_112643,confirmed,krqpwvlvb3q6f,krqpwvlvb3q6f,health.kr:krqpwvlvb3q6f,research_search_usable,false,false,
20250812_112646,20250812_112646,confirmed,A11AKP09B0079,A11AKP09B0079,health.kr:A11AKP09B0079,research_search_usable,false,false,
20250812_112649,20250812_112649,confirmed,A11AGGGGG7026,A11AGGGGG7026,health.kr:A11AGGGGG7026,research_search_usable,false,false,
20250812_112655,20250812_112655,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112658,20250812_112658,confirmed,A11AKP08G1445,A11AKP08G1445,health.kr:A11AKP08G1445,research_search_usable,false,false,
20250812_112701,20250812_112701,confirmed,A11AGGGGG7012,A11AGGGGG7012,health.kr:A11AGGGGG7012,research_search_usable,false,false,
20250812_112703,20250812_112703,confirmed,A11AGGGGG7016,A11AGGGGG7016,health.kr:A11AGGGGG7016,research_search_usable,false,false,
20250812_112710,20250812_112710,confirmed,A11AGGGGG7024,A11AGGGGG7024,health.kr:A11AGGGGG7024,research_search_usable,false,false,
20250812_112717,20250812_112717,confirmed,r2akid2k0uy5q,r2akid2k0uy5q,health.kr:r2akid2k0uy5q,research_search_usable,false,false,
20250812_112725,20250812_112725,confirmed,A11APPPPP2465,A11APPPPP2465,health.kr:A11APPPPP2465,research_search_usable,false,false,
20250812_112736,20250812_112736,confirmed,A11AKP08F1059,A11AKP08F1059,health.kr:A11AKP08F1059,research_search_usable,false,false,
20250812_112748,20250812_112748,confirmed,A11AKP08L0127,A11AKP08L0127,health.kr:A11AKP08L0127,research_search_usable,false,false,
20250812_112812,20250812_112812,confirmed,A11AKP08G3824,A11AKP08G3824,health.kr:A11AKP08G3824,research_search_usable,false,false,
20250812_112814,20250812_112814,confirmed,A11A1520B0109,A11A1520B0109,health.kr:A11A1520B0109,research_search_usable,false,false,
20250812_112817,20250812_112817,confirmed,2021121400003,2021121400003,health.kr:2021121400003,research_search_usable,false,false,
20250812_112823,20250812_112823,confirmed,0kyz5yr4dgsh0,0kyz5yr4dgsh0,health.kr:0kyz5yr4dgsh0,research_search_usable,false,false,
20250812_112826,20250812_112826,confirmed,A11AOOOOO1910,A11AOOOOO1910,health.kr:A11AOOOOO1910,research_search_usable,false,false,
20250812_112857,20250812_112857,confirmed,po5zgx2ggwhhy,po5zgx2ggwhhy,health.kr:po5zgx2ggwhhy,research_search_usable,false,false,
20250812_112904,20250812_112904,confirmed,A11AKP08G1151,A11AKP08G1151,health.kr:A11AKP08G1151,research_search_usable,false,false,
20250812_112909,20250812_112909,confirmed,A11AKP08G1247,A11AKP08G1247,health.kr:A11AKP08G1247,research_search_usable,false,false,
20250812_112915,20250812_112915,confirmed,2012091400010,2012091400010,health.kr:2012091400010,research_search_usable,false,false,
20250812_112920,20250812_112920,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112926,20250812_112926,confirmed,A11AOOOOO1808,A11AOOOOO1808,health.kr:A11AOOOOO1808,research_search_usable,false,false,
20250812_112930,20250812_112930,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_112932,20250812_112932,confirmed,A11AKP07L0178,A11AKP07L0178,health.kr:A11AKP07L0178,research_search_usable,false,false,
20250812_112951,20250812_112951,confirmed,krqpwvlvb3q6f,krqpwvlvb3q6f,health.kr:krqpwvlvb3q6f,research_search_usable,false,false,
20250812_113116,20250812_113116,confirmed,2020101600012,2020101600012,health.kr:2020101600012,research_search_usable,false,false,
20250812_113118,20250812_113118,confirmed,2024050900002,2024050900002,health.kr:2024050900002,research_search_usable,false,false,
20250812_113119,20250812_113119,confirmed,2020120700001,2020120700001,health.kr:2020120700001,research_search_usable,false,false,
20250812_113122,20250812_113122,confirmed,2021063000012,2021063000012,health.kr:2021063000012,research_search_usable,false,false,
20250812_113124,20250812_113124,confirmed,2015081800005,2015081800005,health.kr:2015081800005,research_search_usable,false,false,
20250812_113126,20250812_113126,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113129,20250812_113129,confirmed,2024081400010,2024081400010,health.kr:2024081400010,research_search_usable,false,false,
20250812_113132,20250812_113132,confirmed,2020031300007,2020031300007,health.kr:2020031300007,research_search_usable,false,false,
20250812_113138,20250812_113138,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113143,20250812_113143,confirmed,A11AOOOOO2696,A11AOOOOO2696,health.kr:A11AOOOOO2696,research_search_usable,false,false,
20250812_113147,20250812_113147,confirmed,2019052200054,2019052200054,health.kr:2019052200054,research_search_usable,false,false,
20250812_113149,20250812_113149,confirmed,A11AKP07K0065,A11AKP07K0065,health.kr:A11AKP07K0065,research_search_usable,false,false,
20250812_113152,20250812_113152,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113200,20250812_113200,confirmed,A11A6030B0003,A11A6030B0003,health.kr:A11A6030B0003,research_search_usable,false,false,
20250812_113206,20250812_113206,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113208,20250812_113208,confirmed,A11A1310A0158,A11A1310A0158,health.kr:A11A1310A0158,research_search_usable,false,false,
20250812_113218,20250812_113218,confirmed,2024051600001,2024051600001,health.kr:2024051600001,research_search_usable,false,false,
20250812_113220,20250812_113220,confirmed,2015072900002,2015072900002,health.kr:2015072900002,research_search_usable,false,false,
20250812_113221,20250812_113221,confirmed,2012030700009,2012030700009,health.kr:2012030700009,research_search_usable,false,false,
20250812_113223,20250812_113223,confirmed,2024032800007,2024032800007,health.kr:2024032800007,research_search_usable,false,false,
20250812_113226,20250812_113226,confirmed,2023091500031,2023091500031,health.kr:2023091500031,research_search_usable,false,false,
20250812_113228,20250812_113228,confirmed,2021022300014,2021022300014,health.kr:2021022300014,research_search_usable,false,false,
20250812_113230,20250812_113230,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113236,20250812_113236,confirmed,2015011500012,2015011500012,health.kr:2015011500012,research_search_usable,false,false,
20250812_113240,20250812_113240,confirmed,2020051500019,2020051500019,health.kr:2020051500019,research_search_usable,false,false,
20250812_113243,20250812_113243,confirmed,2014042400002,2014042400002,health.kr:2014042400002,research_search_usable,false,false,
20250812_113248,20250812_113248,confirmed,2019012500051,2019012500051,health.kr:2019012500051,research_search_usable,false,false,
20250812_113251,20250812_113251,confirmed,A11A0450A0177,A11A0450A0177,health.kr:A11A0450A0177,research_search_usable,false,false,
20250812_113255,20250812_113255,confirmed,2023120400001,2023120400001,health.kr:2023120400001,research_search_usable,false,false,
20250812_113258,20250812_113258,confirmed,2019090900165,2019090900165,health.kr:2019090900165,research_search_usable,false,false,
20250812_113301,20250812_113301,confirmed,2024111400001,2024111400001,health.kr:2024111400001,research_search_usable,false,false,
20250812_113303,20250812_113303,confirmed,2019062500057,2019062500057,health.kr:2019062500057,research_search_usable,false,false,
20250812_113308,20250812_113308,confirmed,2021050400003,2021050400003,health.kr:2021050400003,research_search_usable,false,false,
20250812_113313,20250812_113313,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_113315,20250812_113315,confirmed,A11ABBBBB1288,A11ABBBBB1288,health.kr:A11ABBBBB1288,research_search_usable,false,false,
20250812_113323,20250812_113323,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113326,20250812_113326,confirmed,2020080400019,2020080400019,health.kr:2020080400019,research_search_usable,false,false,
20250812_113334,20250812_113334,confirmed,A11A0500A0154,A11A0500A0154,health.kr:A11A0500A0154,research_search_usable,false,false,
20250812_113345,20250812_113345,confirmed,A11A3060A0344,A11A3060A0344,health.kr:A11A3060A0344,research_search_usable,false,false,
20250812_113347,20250812_113347,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113350,20250812_113350,confirmed,A11AKP08G2163,A11AKP08G2163,health.kr:A11AKP08G2163,research_search_usable,false,false,
20250812_113352,20250812_113352,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_113356,20250812_113356,confirmed,A11AKP08F1048,A11AKP08F1048,health.kr:A11AKP08F1048,research_search_usable,false,false,
20250812_113403,20250812_113403,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_113405,20250812_113405,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_113439,20250812_113439,confirmed,A11A1380A0031,A11A1380A0031,health.kr:A11A1380A0031,research_search_usable,false,false,
20250812_113450,20250812_113450,confirmed,2016072600007,2016072600007,health.kr:2016072600007,research_search_usable,false,false,
20250812_113458,20250812_113458,confirmed,A11A0340A0060,A11A0340A0060,health.kr:A11A0340A0060,research_search_usable,false,false,
20250812_113504,20250812_113504,confirmed,2018021200007,2018021200007,health.kr:2018021200007,research_search_usable,false,false,
20250812_113556,20250812_113556,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113558,20250812_113558,confirmed,A11A1280A0202,A11A1280A0202,health.kr:A11A1280A0202,research_search_usable,false,false,
20250812_113600,20250812_113600,confirmed,A11AOOOOO3889,A11AOOOOO3889,health.kr:A11AOOOOO3889,research_search_usable,false,false,
20250812_113603,20250812_113603,confirmed,2020111100007,2020111100007,health.kr:2020111100007,research_search_usable,false,false,
20250812_113607,20250812_113607,confirmed,2019052900002,2019052900002,health.kr:2019052900002,research_search_usable,false,false,
20250812_113609,20250812_113609,confirmed,A11APPPPP2640,A11APPPPP2640,health.kr:A11APPPPP2640,research_search_usable,false,false,
20250812_113611,20250812_113611,confirmed,2016061500027,2016061500027,health.kr:2016061500027,research_search_usable,false,false,
20250812_113614,20250812_113614,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113616,20250812_113616,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113618,20250812_113618,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113625,20250812_113625,confirmed,A11ALLLLL0102,A11ALLLLL0102,health.kr:A11ALLLLL0102,research_search_usable,false,false,
20250812_113630,20250812_113630,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113631,20250812_113631,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113634,20250812_113634,confirmed,2024112700006,2024112700006,health.kr:2024112700006,research_search_usable,false,false,
20250812_113640,20250812_113640,confirmed,2024040400003,2024040400003,health.kr:2024040400003,research_search_usable,false,false,
20250812_113733,20250812_113733,confirmed,A11ABBBBB2010,A11ABBBBB2010,health.kr:A11ABBBBB2010,research_search_usable,false,false,
20250812_113738,20250812_113738,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113752,20250812_113752,confirmed,A11ABBBBB0727,A11ABBBBB0727,health.kr:A11ABBBBB0727,research_search_usable,false,false,
20250812_113754,20250812_113754,confirmed,r4tv2ahltipre,r4tv2ahltipre,health.kr:r4tv2ahltipre,research_search_usable,false,false,
20250812_113759,20250812_113759,confirmed,A11A1500A0412,A11A1500A0412,health.kr:A11A1500A0412,research_search_usable,false,false,
20250812_113801,20250812_113801,confirmed,2015120200002,2015120200002,health.kr:2015120200002,research_search_usable,false,false,
20250812_113812,20250812_113812,confirmed,A11A1500B0070,A11A1500B0070,health.kr:A11A1500B0070,research_search_usable,false,false,
20250812_113824,20250812_113824,confirmed,A11A1500A0493,A11A1500A0493,health.kr:A11A1500A0493,research_search_usable,false,false,
20250812_113827,20250812_113827,confirmed,A11AKP08G1443,A11AKP08G1443,health.kr:A11AKP08G1443,research_search_usable,false,false,
20250812_113830,20250812_113830,confirmed,A11A1500A0437,A11A1500A0437,health.kr:A11A1500A0437,research_search_usable,false,false,
20250812_113837,20250812_113837,confirmed,2019071200031,2019071200031,health.kr:2019071200031,research_search_usable,false,false,
20250812_113840,20250812_113840,confirmed,A11A0090A0320,A11A0090A0320,health.kr:A11A0090A0320,research_search_usable,false,false,
20250812_113914,20250812_113914,confirmed,A11A0740B0009,A11A0740B0009,health.kr:A11A0740B0009,research_search_usable,false,false,
20250812_113916,20250812_113916,confirmed,2021122200006,2021122200006,health.kr:2021122200006,research_search_usable,false,false,
20250812_113919,20250812_113919,confirmed,A11A0740B0009,A11A0740B0009,health.kr:A11A0740B0009,research_search_usable,false,false,
20250812_113921,20250812_113921,confirmed,A11A0740B0011,A11A0740B0011,health.kr:A11A0740B0011,research_search_usable,false,false,
20250812_113925,20250812_113925,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_113927,20250812_113927,confirmed,2019082200037,2019082200037,health.kr:2019082200037,research_search_usable,false,false,
20250812_113929,20250812_113929,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113941,20250812_113941,confirmed,2022032100002,2022032100002,health.kr:2022032100002,research_search_usable,false,false,
20250812_113942,20250812_113942,confirmed,A11A1270B0089,A11A1270B0089,health.kr:A11A1270B0089,research_search_usable,false,false,
20250812_113944,20250812_113944,confirmed,tn6yaahui2y5m,tn6yaahui2y5m,health.kr:tn6yaahui2y5m,research_search_usable,false,false,
20250812_113946,20250812_113946,confirmed,2022011200014,2022011200014,health.kr:2022011200014,research_search_usable,false,false,
20250812_113951,20250812_113951,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_113953,20250812_113953,confirmed,2018080700007,2018080700007,health.kr:2018080700007,research_search_usable,false,false,
20250812_113955,20250812_113955,confirmed,A11AMMMMM0132,A11AMMMMM0132,health.kr:A11AMMMMM0132,research_search_usable,false,false,
20250812_113958,20250812_113958,confirmed,A11A2060A0084,A11A2060A0084,health.kr:A11A2060A0084,research_search_usable,false,false,
20250812_114000,20250812_114000,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114001,20250812_114001,confirmed,A11AOOOOO2522,A11AOOOOO2522,health.kr:A11AOOOOO2522,research_search_usable,false,false,
20250812_114004,20250812_114004,confirmed,A11AHHHHH0014,A11AHHHHH0014,health.kr:A11AHHHHH0014,research_search_usable,false,false,
20250812_114007,20250812_114007,confirmed,2009071505474,2009071505474,health.kr:2009071505474,research_search_usable,false,false,
20250812_114012,20250812_114012,confirmed,A11A3550A0164,A11A3550A0164,health.kr:A11A3550A0164,research_search_usable,false,false,
20250812_114016,20250812_114016,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114031,20250812_114031,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114033,20250812_114033,confirmed,pmewl0drvmfc7,pmewl0drvmfc7,health.kr:pmewl0drvmfc7,research_search_usable,false,false,
20250812_114035,20250812_114035,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114037,20250812_114037,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114045,20250812_114045,confirmed,A11AKP08D0143,A11AKP08D0143,health.kr:A11AKP08D0143,research_search_usable,false,false,
20250812_114049,20250812_114049,confirmed,y0uwsrxlvahx3,y0uwsrxlvahx3,health.kr:y0uwsrxlvahx3,research_search_usable,false,false,
20250812_114054,20250812_114054,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114059,20250812_114059,confirmed,2015022600009,2015022600009,health.kr:2015022600009,research_search_usable,false,false,
20250812_114112,20250812_114112,confirmed,2021102200007,2021102200007,health.kr:2021102200007,research_search_usable,false,false,
20250812_114117,20250812_114117,confirmed,2024052900006,2024052900006,health.kr:2024052900006,research_search_usable,false,false,
20250812_114122,20250812_114122,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114124,20250812_114124,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114127,20250812_114127,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114328,20250812_114328,confirmed,2016040700006,2016040700006,health.kr:2016040700006,research_search_usable,false,false,
20250812_114337,20250812_114337,confirmed,2022021000010,2022021000010,health.kr:2022021000010,research_search_usable,false,false,
20250812_114339,20250812_114339,confirmed,A11AKP08L0153,A11AKP08L0153,health.kr:A11AKP08L0153,research_search_usable,false,false,
20250812_114341,20250812_114341,confirmed,2018100500006,2018100500006,health.kr:2018100500006,research_search_usable,false,false,
20250812_114349,20250812_114349,confirmed,A11A3780A0129,A11A3780A0129,health.kr:A11A3780A0129,research_search_usable,false,false,
20250812_114351,20250812_114351,confirmed,A11A3780A0129,A11A3780A0129,health.kr:A11A3780A0129,research_search_usable,false,false,
20250812_114357,20250812_114357,confirmed,2009090700205,2009090700205,health.kr:2009090700205,research_search_usable,false,false,
20250812_114359,20250812_114359,confirmed,2024013000004,2024013000004,health.kr:2024013000004,research_search_usable,false,false,
20250812_114405,20250812_114405,confirmed,A11A2670A0001,A11A2670A0001,health.kr:A11A2670A0001,research_search_usable,false,false,
20250812_114407,20250812_114407,confirmed,2024011800001,2024011800001,health.kr:2024011800001,research_search_usable,false,false,
20250812_114409,20250812_114409,confirmed,2022120700002,2022120700002,health.kr:2022120700002,research_search_usable,false,false,
20250812_114411,20250812_114411,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114416,20250812_114416,confirmed,2023041200002,2023041200002,health.kr:2023041200002,research_search_usable,false,false,
20250812_114418,20250812_114418,confirmed,A11A0090A0026,A11A0090A0026,health.kr:A11A0090A0026,research_search_usable,false,false,
20250812_114420,20250812_114420,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114422,20250812_114422,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114424,20250812_114424,confirmed,A11AKP07L0378,A11AKP07L0378,health.kr:A11AKP07L0378,research_search_usable,false,false,
20250812_114427,20250812_114427,confirmed,A11AOOOOO0816,A11AOOOOO0816,health.kr:A11AOOOOO0816,research_search_usable,false,false,
20250812_114430,20250812_114430,confirmed,A11AKP07L0357,A11AKP07L0357,health.kr:A11AKP07L0357,research_search_usable,false,false,
20250812_114431,20250812_114431,confirmed,A11AKP08G1273,A11AKP08G1273,health.kr:A11AKP08G1273,research_search_usable,false,false,
20250812_114437,20250812_114437,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114439,20250812_114439,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114442,20250812_114442,confirmed,2017071200002,2017071200002,health.kr:2017071200002,research_search_usable,false,false,
20250812_114447,20250812_114447,confirmed,2021071300001,2021071300001,health.kr:2021071300001,research_search_usable,false,false,
20250812_114455,20250812_114455,confirmed,2019102800004,2019102800004,health.kr:2019102800004,research_search_usable,false,false,
20250812_114504,20250812_114504,confirmed,A11AKP07L0109,A11AKP07L0109,health.kr:A11AKP07L0109,research_search_usable,false,false,
20250812_114506,20250812_114506,confirmed,2014022800018,2014022800018,health.kr:2014022800018,research_search_usable,false,false,
20250812_114508,20250812_114508,confirmed,2014061600003,2014061600003,health.kr:2014061600003,research_search_usable,false,false,
20250812_114511,20250812_114511,confirmed,A11A1280A0365,A11A1280A0365,health.kr:A11A1280A0365,research_search_usable,false,false,
20250812_114516,20250812_114516,confirmed,2013031400003,2013031400003,health.kr:2013031400003,research_search_usable,false,false,
20250812_114518,20250812_114518,confirmed,2020021200019,2020021200019,health.kr:2020021200019,research_search_usable,false,false,
20250812_114520,20250812_114520,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114524,20250812_114524,confirmed,2020041600014,2020041600014,health.kr:2020041600014,research_search_usable,false,false,
20250812_114526,20250812_114526,confirmed,2020012900020,2020012900020,health.kr:2020012900020,research_search_usable,false,false,
20250812_114533,20250812_114533,confirmed,A11A0930A0424,A11A0930A0424,health.kr:A11A0930A0424,research_search_usable,false,false,
20250812_114544,20250812_114544,confirmed,A11AKP08G0782,A11AKP08G0782,health.kr:A11AKP08G0782,research_search_usable,false,false,
20250812_114551,20250812_114551,confirmed,2020120100007,2020120100007,health.kr:2020120100007,research_search_usable,false,false,
20250812_114651,20250812_114651,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114655,20250812_114655,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114657,20250812_114657,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114704,20250812_114704,confirmed,A11AJJJJJ0523,A11AJJJJJ0523,health.kr:A11AJJJJJ0523,research_search_usable,false,false,
20250812_114707,20250812_114707,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114712,20250812_114712,confirmed,2016110200007,2016110200007,health.kr:2016110200007,research_search_usable,false,false,
20250812_114715,20250812_114715,confirmed,A11AKP08I0024,A11AKP08I0024,health.kr:A11AKP08I0024,research_search_usable,false,false,
20250812_114721,20250812_114721,confirmed,A11ADDDDD0017,A11ADDDDD0017,health.kr:A11ADDDDD0017,research_search_usable,false,false,
20250812_114725,20250812_114725,confirmed,A11AKP08K0068,A11AKP08K0068,health.kr:A11AKP08K0068,research_search_usable,false,false,
20250812_114737,20250812_114737,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_114745,20250812_114745,confirmed,A11A3180A0218,A11A3180A0218,health.kr:A11A3180A0218,research_search_usable,false,false,
20250812_114747,20250812_114747,confirmed,2013080100067,2013080100067,health.kr:2013080100067,research_search_usable,false,false,
20250812_114756,20250812_114756,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114800,20250812_114800,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114802,20250812_114802,confirmed,A11A3060A0194,A11A3060A0194,health.kr:A11A3060A0194,research_search_usable,false,false,
20250812_114805,20250812_114805,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114808,20250812_114808,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_114824,20250812_114824,confirmed,A11AOOOOO2441,A11AOOOOO2441,health.kr:A11AOOOOO2441,research_search_usable,false,false,
20250812_114826,20250812_114826,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_114829,20250812_114829,confirmed,A11AKP09E0049,A11AKP09E0049,health.kr:A11AKP09E0049,research_search_usable,false,false,
20250812_114833,20250812_114833,confirmed,A11A0090A0025,A11A0090A0025,health.kr:A11A0090A0025,research_search_usable,false,false,
20250812_114911,20250812_114911,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_114918,20250812_114918,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114924,20250812_114924,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114928,20250812_114928,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114929,20250812_114929,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_114935,20250812_114935,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114938,20250812_114938,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114941,20250812_114941,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_114943,20250812_114943,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_115001,20250812_115001,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_115003,20250812_115003,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_115010,20250812_115010,confirmed,A11A1240A0068,A11A1240A0068,health.kr:A11A1240A0068,research_search_usable,false,false,
20250812_115046,20250812_115046,confirmed,A11APPPPP1607,A11APPPPP1607,health.kr:A11APPPPP1607,research_search_usable,false,false,
20250812_115050,20250812_115050,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_115054,20250812_115054,confirmed,2019090900233,2019090900233,health.kr:2019090900233,research_search_usable,false,false,
20250812_115058,20250812_115058,confirmed,2018121200009,2018121200009,health.kr:2018121200009,research_search_usable,false,false,
20250812_115101,20250812_115101,confirmed,2019010700055,2019010700055,health.kr:2019010700055,research_search_usable,false,false,
20250812_115110,20250812_115110,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_115116,20250812_115116,confirmed,A11AKP08G2439,A11AKP08G2439,health.kr:A11AKP08G2439,research_search_usable,false,false,
20250812_115128,20250812_115128,confirmed,A11AKP08G2439,A11AKP08G2439,health.kr:A11AKP08G2439,research_search_usable,false,false,
20250812_115141,20250812_115141,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_115144,20250812_115144,confirmed,2024050300005,2024050300005,health.kr:2024050300005,research_search_usable,false,false,
20250812_115149,20250812_115149,confirmed,2016112300002,2016112300002,health.kr:2016112300002,research_search_usable,false,false,
