"priority_rank","record_id","target_id","pmid","year","title","topic_bucket","agent_priority","agent_recommendation","rationale","source_url"
"2","pubmed:42063363:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42063363","2026","Association of vitamin B1/B6/B12 supplementation with sphingosine-1-phosphate signaling and its receptors in multiple sclerosis patients: relevance to LISPR1 and APOA1-AS.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42063363/"
"2","pubmed:42106643:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42106643","2026","Lower oxidative balance score is linked to increased miscarriage risk: findings from a case-control study.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/42106643/"
"2","pubmed:42137389:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42137389","2026","Vitamins and Cancer Risk: A Comprehensive Review of Epidemiologic and Clinical Evidence.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/42137389/"
"2","pubmed:40463402:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40463402","2025","Vitamin B Supplementation and Homocysteine Reduction in Nigerian Children with Nephrotic Syndrome: A Randomized Controlled Trial.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40463402/"
"2","pubmed:40611181:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40611181","2025","Public self-reported adverse experience and knowledge about use of herbal and dietary supplements.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40611181/"
"2","pubmed:40714656:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40714656","2025","Two new cases of KYNU deficiency: Further delineation of the phenotypic and biochemical spectrum and exploration of treatment options.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40714656/"
"2","pubmed:40751583:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40751583","2025","Effectiveness of Pyridoxal-5'-Phosphate in PNPO Deficiency: A Systematic Review.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40751583/"
"2","pubmed:40754968:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40754968","2025","Pyridoxine toxicity from over‑the-counter supplements.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40754968/"
"2","pubmed:40809450:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40809450","2025","Toxic Effects of Excess Vitamins A, B6, and Folic Acid on the Nervous System.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/40809450/"
"2","pubmed:40843754:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40843754","2025","Hyperemesis in Pregnancy: Complications and Treatment.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40843754/"
"2","pubmed:40913882:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40913882","2025","Pyridoxine supplementation for levetiracetam-related neuropsychiatric adverse events in pediatric and adolescent epilepsy: a prospective, double-blind, randomized, placebo-controlled trial.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40913882/"
"2","pubmed:40996763:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40996763","2025","Antioxidant Treatment and the Chance to Conceive in Men Seeking Fertility Care: The SUMMER Randomized Clinical Trial.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/40996763/"
"2","pubmed:41010482:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41010482","2025","Vitamins, Vascular Health and Disease.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/41010482/"
"2","pubmed:41111862:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41111862","2025","Effects of 12-Week Multiple Micronutrient Supplementation on Immune Function, Body Weight, and Metabolic Parameters in Middle-Aged Women: A Retrospective Study.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41111862/"
"2","pubmed:41211168:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41211168","2025","Causal Influences of Micronutrients on Anxiety: Insights From an Observational and Mendelian Randomization Analysis.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/41211168/"
"2","pubmed:41295274:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41295274","2025","Riboflavin Transporter Deficiency as a Cause of Progressive Encephalopathy.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/41295274/"
"2","pubmed:41361445:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41361445","2025","Evaluating the efficacy and tolerability of the oral combination of alpha lipoic acid and vitamin B complex preparation in carpal tunnel syndrome: a single center, randomized, double-blind, placebo-controlled trial.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41361445/"
"2","pubmed:41431308:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41431308","2025","Solutions to common issues in the use of LAIs.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41431308/"
"2","pubmed:41440136:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41440136","2025","Neuroinflammation-Modulating Properties Combining Glutathione, N-Acetylcysteine, and Uridine Monophosphate in a Formulation Supplement: An In Vitro Study.","b6_neuropathy","manual_review_medium","include_candidate_for_manual_review","Matches B6/B-complex exposure plus neuropathy/neurotoxicity signal.","https://pubmed.ncbi.nlm.nih.gov/41440136/"
"2","pubmed:41909156:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41909156","2026","Successful transition from rhPTH(1-84) to palopegteriparatide in chronic hypoparathyroidism.","vitamin_d_calcium_toxicity","manual_review_medium","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41909156/"
"2","pubmed:41930872:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41930872","2026","Serine mediates protection against calcium oxalate nephrolithiasis by attenuating tubular epithelial cell apoptosis through the SDSL-IDH2 axis.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/41930872/"
"2","pubmed:41994682:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41994682","2026","Cholecalciferol Supplementation and Transplant Outcomes Across Immunosuppressive Regimens in Renal Transplant Recipients Using the United States Food and Drug Administration Adverse Event Reporting System.","vitamin_d_calcium_toxicity","manual_review_medium","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/41994682/"
"2","pubmed:42021547:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42021547","2026","Dolutegravir developmental toxicity is mitigated by magnesium and folate in zebrafish embryos.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42021547/"
"2","pubmed:42043773:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42043773","2026","Bioaccumulation and nutritional impact of fluoride in Pleurotus ostreatus and Pleurotus djamor with human health risk assessment.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42043773/"
"2","pubmed:42046473:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42046473","2026","Dietary Omega-3 Fatty Acids Alter Hepatic Lipid Oxidation and Oxidative Stress Markers in Postpartum Dairy Cows.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42046473/"
"2","pubmed:42076747:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42076747","2026","Dietary Tartary Buckwheat Flavonoids Enhance Antioxidant Capacity and Regulate Lipid Metabolism via the AMPK Pathway in Liangshan Yanying Chickens.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42076747/"
"2","pubmed:42077171:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42077171","2026","Hypophosphatemia in kidney stone formers.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42077171/"
"2","pubmed:42085570:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42085570","2026","The Global Calcium Dashboard: Country-Specific Data on Calcium Intakes, Policies, and Related Health Outcomes.","vitamin_d_calcium_toxicity","manual_review_medium","include_candidate_for_manual_review","Matches vitamin D/calcium exposure plus calcium-toxicity or stone outcome.","https://pubmed.ncbi.nlm.nih.gov/42085570/"
"2","pubmed:42095997:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42095997","2026","Familial hypomagnesemia with hypercalciuria and nephrocalcinosis treated with living-donor kidney transplantation: case report.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42095997/"
"2","pubmed:42134139:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42134139","2026","Remediating effects of coral fossils on hematobiochemical, histo accumulation and organ histomorphological changes in Chromium intoxicated broilers.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42134139/"
"2","pubmed:42124000:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42124000","2026","Dose-Dependent Alterations of the Human Gut Microbiome During Oral Iron Supplementation: A Randomized Study in Iron-Deficient Non-Anaemic Women.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42124000/"
"2","pubmed:42129691:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42129691","2026","Impact of maternal micronutrient supplementation on pregnancy outcomes in developing countries: a systematic review and meta-analysis.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42129691/"
"2","pubmed:42132028:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42132028","2026","Is iron supplementation likely to impair linear growth and gut microbiota composition of Myanmar young children when complementary feeding is not optimized? A randomized controlled trial.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42132028/"
"2","pubmed:42158645:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42158645","2026","Barriers and Facilitators of Compliance with Iron-Folic Acid Supplementation Among Pregnant Women in Southern Afghanistan: A Qualitative Study.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42158645/"
"2","pubmed:42163418:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42163418","2026","The impact of magnesium levels in pregnancy on adverse birth outcomes: a protocol for a systematic review and meta-analysis.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42163418/"
"2","pubmed:42173557:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42173557","2026","Dietary diversity of adolescent girls living in an urban resource-poor setting of Dhaka city: results from Nutri-CAP study.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42173557/"
"2","pubmed:42178031:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42178031","2026","The Co-occurrence of Iron and vitamin D deficiency in the middle east: A regional review with a focus on Saudi Arabia as a case study for integrated public health strategies.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42178031/"
"2","pubmed:42201017:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42201017","2026","β-Thalassemia Minor and Pregnancy Outcomes: Pathophysiology, Clinical Implications, and Management.","off_scope_or_background","manual_review_medium","manual_review_medium","Has supplement and safety terms, but ingredient/outcome mapping is not yet specific enough.","https://pubmed.ncbi.nlm.nih.gov/42201017/"
"3","pubmed:41928196:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41928196","2026","Finasteride-induced recurrent aphthous ulceration-like lesions: a case report with dechallenge-rechallenge confirmation.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/41928196/"
"3","pubmed:42122249:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","42122249","2026","Artificial Intelligence-Guided Personalized Gut Microbiome Modulation for Persistent Secondary Gastrointestinal Symptoms in Oncology Patients: Clinical Efficacy and Biological Correlates from a Prospective Validation Study.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42122249/"
"3","pubmed:41012503:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41012503","2025","Development of 3D-Printed Gel-Based Supplement-Containing Tablets with Tailored Release Profiles for Neurological Pain Management.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/41012503/"
"3","pubmed:41917895:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41917895","2026","Urine microscopy revealing a metabolic disorder: a case report.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/41917895/"
"3","pubmed:41923194:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41923194","2026","Prognostic value of severe hypocalcemia in predicting mortality and transfusion in moderate-to-severe trauma.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/41923194/"
"3","pubmed:41988524:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41988524","2026","Exploring the therapeutic synergy of drug-lifestyle interventions in fluorosis: a randomized trial on cardiovascular metabolic outcomes from the China fluorosis cohort (CFC).","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/41988524/"
"3","pubmed:42015790:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42015790","2026","The effect of nutrition education interventions on dialysis patients' outcomes: a systematic review and meta-analysis.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42015790/"
"3","pubmed:42106847:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42106847","2026","Serum trace and heavy metal exposure and IVF/ICSI outcomes: modifying effects of maternal diet in a prospective cohort.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42106847/"
"3","pubmed:42142201:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42142201","2026","Highlights of Cardiovascular Disease Prevention Studies Presented at the 2026 American College of Cardiology Conference.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42142201/"
"3","pubmed:42147788:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42147788","2026","Long-term citrate treatment in high-risk kidney stone formers is not associated with metabolic adverse effects.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42147788/"
"3","pubmed:42151904:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42151904","2026","Biochemical composition and demographic distribution of kidney stones: a hospital-based cross-sectional study in Eastern Nepal.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42151904/"
"3","pubmed:42172659:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42172659","2026","Gut microbiota dysbiosis and osteoporosis: pathogenesis and novel intervention strategies.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42172659/"
"3","pubmed:42197003:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42197003","2026","Serum and Urinary Magnesium Status in Asian CKD Patients and Healthy Controls: A Cross-Sectional Analysis.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42197003/"
"3","pubmed:42207388:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42207388","2026","Zinc deficiency and sarcopenia define a metabolic frailty phenotype predicting hepatic encephalopathy and early mortality in cirrhosis.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42207388/"
"3","pubmed:42209618:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42209618","2026","Data-driven optimization of mechanical performance and durability of cementitious composites in acidic environments.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42209618/"
"3","pubmed:42217623:pubmed_mineral_gi_interaction_20260601T193000_73edf5ef","mineral_gi_interaction","42217623","2026","Characterizing Clinical Patterns and Associated Factors of Zinc-Induced Copper Deficiency: Insights from Large-Scale Pharmacovigilance Databases.","off_scope_or_background","manual_review_low","manual_review_low","Broad match only; verify whether this is oral OTC/supplement exposure with a safety outcome.","https://pubmed.ncbi.nlm.nih.gov/42217623/"
"4","pubmed:41559559:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","41559559","2026","The mitigation mechanism of exogenous pyridoxal-5-phosphate on Pb stress damage in Polygonatum Cyrtonema Hua by multi-omics combined analysis.","b6_neuropathy","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41559559/"
"4","pubmed:40584106:pubmed_b6_bcomplex_neuropathy_20260601T192952_ec2756d2","b6_bcomplex_neuropathy","40584106","2025","Potential application of pig (Sus scrofa domestica) skin peptide-iron chelates in the treatment of iron deficiency anemia and regulation of intestinal flora metabolism.","b6_neuropathy","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/40584106/"
"4","pubmed:41917799:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41917799","2026","The Potential Functions and Beneficial Effects of Melatonin on Cognitive Impairment, Neuroinflammation, Blood-Brain Barrier Leakage, and Synaptic Dysfunction in the Offspring of Mice Exposed to Gestational Intermittent Hypoxia.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41917799/"
"4","pubmed:41922680:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41922680","2026","Co-delivery of cisplatin and Bmi1 siRNA via nanocapsules overcomes chemoresistance in ovarian cancer.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41922680/"
"4","pubmed:41935325:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41935325","2026","Phytoplankton community dynamics and their role in naphthenic acid transformation within a constructed wetland system treating oil sands process-affected water.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41935325/"
"4","pubmed:41935769:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41935769","2026","Calcium attenuates cadmium toxicity in Cosmos bipinnatus through cell wall remodeling and metabolic regulation: A transcriptomic and physiological analysis.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41935769/"
"4","pubmed:41950383:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41950383","2026","Revisiting feline urinary tract health: the role of diet and acidifying agents in urolith prevention and long-term cat health.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41950383/"
"4","pubmed:41983252:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41983252","2026","Exploring the dairy milk matrix beyond isolated nutrients-a narrative review.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/41983252/"
"4","pubmed:41993139:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","41993139","2026","Pre-Hospital Calcium Administration Reduces Incidence of Hypocalcemia and Mortality in Trauma Patients.","off_scope_or_background","likely_exclude","likely_exclude_no_supplement_safety_signal","No clear oral supplement/OTC exposure and no specific safety outcome in title/abstract.","https://pubmed.ncbi.nlm.nih.gov/41993139/"
"4","pubmed:42061087:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42061087","2026","Apple derived extracellular vesicles as positive modulators of glial inflammation and gut-brain axis signaling.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/42061087/"
"4","pubmed:42130673:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42130673","2026","Deciphering the anxiolytic mechanism of glycowithenolides from Withania somnifera: insights from network pharmacology, molecular docking, and simulation studies.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/42130673/"
"4","pubmed:42144902:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42144902","2026","Rethinking the maximum inclusion levels of exogenous phytase for enhanced turkey production performance.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/42144902/"
"4","pubmed:42158881:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42158881","2026","The gut-kidney axis in calcium oxalate nephrolithiasis: Nutritional and microbial insights.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/42158881/"
"4","pubmed:42179277:pubmed_high_dose_vitd_calcium_20260601T192944_fa5dea8b","high_dose_vitd_calcium","42179277","2026","Dual Effects of Nicotinamide on Aging-Related Arrhythmia: Protective at Low Dose, Proarrhythmic at Higher Doses.","off_scope_or_background","likely_exclude","likely_exclude_animal_or_nonhuman","Likely animal/non-human or non-clinical context; exclude unless needed for background mechanism.","https://pubmed.ncbi.nlm.nih.gov/42179277/"
